chrX	788060	788790	-1.19665605842316
chrX	814570	815210	-1.26070369316417
chrX	1131550	1132860	-1.17573839263301
chrX	2863840	2864690	-1.50383884864305
chrX	3160440	3161820	-1.10218899031172
chrX	4864590	4865570	-1.08766868714728
chrX	6452860	6453120	-3.30447354142788
chrX	9687230	9688490	-0.647895300662433
chrX	11669860	11673120	-0.805564164443591
chrX	20941170	20941650	-2.35495888553606
chrX	21930660	21932030	-0.754723642282986
chrX	31624750	31625770	-1.47622310454043
chrX	33294890	33297780	-1.01360176343056
chrX	33297840	33300240	-0.89842937121928
chr2L	1214190	1215340	-1.07025585658335
chr2L	1344840	1345770	-0.851958651339292
chr2L	1348370	1349420	-1.43304711334617
chr2L	1350210	1350610	-3.20730236227727
chr2L	1769560	1769900	-2.65627441766516
chr2L	1771030	1771770	-2.12563447941443
chr2L	1771920	1772430	-1.16749965908437
chr2L	1773930	1774990	-0.814417005554407
chr2L	1775180	1775490	-0.737768472992455
chr2L	1776410	1776930	-1.42026798762033
chr2L	1885480	1885730	-0.926292440435902
chr2L	4994260	5001220	-0.6415475772101
chr2L	11448750	11449090	-1.44799305178185
chr2L	22337700	22339330	-1.09830938526991
chr2L	29944696	29944986	-2.3676603903951
chr2L	30286829	30287659	-0.855322583578262
chr2L	30539993	30542423	-0.778542947979492
chr2L	30558063	30560583	-0.594494078126544
chr3	12228900	12229100	-1.73220454629359
chr3	12934130	12935450	-0.809187642604449
chr3	12935800	12936490	-0.819775798086133
chr3	13124720	13125280	-1.0113280037007
chr3	13125620	13126050	-0.731187623600675
chr3	13128740	13129480	-0.829408210096064
chr3	15336220	15339070	-0.621501365913759
chr3	20565680	20572650	-2.59610900243143
chr3	34197430	34198320	-1.27523814870161
chr3	43841740	43844200	-0.880819092712093
chr4	386510	387160	-1.94519666504784
chr4	390070	390570	-0.973207317819035
chr4	1802990	1803540	-1.90523119057272
chr4	1882341	1883241	-4.60171804121092
chr4	1889183	1889503	-4.60297661105725
chr4	2116784	2118054	-0.568232543138049
chr4	2127073	2127964	-1.26157555616414
chr4	2228644	2229804	-1.02325759851334
chr4	2238578	2239178	-0.998398936033302
chr4	2311643	2311883	-1.486822986089
chr4	2319748	2320504	-1.4159031677694
chr4	2347223	2347973	-3.12283143105985
chr4	2472253	2472573	-2.37070086465419
chr4	2514603	2515033	-0.791724726968684
chr4	2603584	2609533	-1.80071961089928
chr4	2644244	2645584	-0.7300410639675
chr4	2680218	2680598	-1.42768086295871
chr4	2797864	2798563	-1.48982694048169
chr4	2798693	2799143	-2.54968486803841
chr4	2799343	2800443	-3.60416256541088
chr4	2800713	2801603	-3.21661896531056
chr4	2804223	2805964	-2.72262607570979
chr4	2806243	2806933	-0.82001336290936
chr4	2990894	2991324	-1.18412778151207
chr4	3012973	3013413	-1.69594582198931
chr4	3015153	3016753	-0.899227236273995
chr4	3021724	3022994	-1.22883242876396
chr4	3108024	3108694	-1.51068530901873
chr4	3179874	3181044	-0.920636826232795
chr4	3459844	3461813	-1.00152665726349
chr4	3610993	3611193	-1.31319299281596
chr4	3632464	3633408	-1.10542537484985
chr4	3697963	3703213	-0.74537785380082
chr4	3715664	3715994	-1.34112399074261
chr4	3718013	3718753	-1.16980113492539
chr4	3719053	3719593	-2.06225305671099
chr4	3725363	3726613	-1.49395419069724
chr4	3732058	3732358	-1.0745001441682
chr4	3745144	3746504	-0.653531251429718
chr2R	13210	14610	-0.858408288318867
chr2R	15390	16220	-1.58570589943378
chr2R	16430	17880	-1.33825749995907
chr2R	10196640	10196860	-1.1015276631517
chr2R	15440080	15446620	-0.86035617081211
chr2R	17007990	17014250	-0.850609576692015
chr2R	20453530	20455820	-0.663766894188723
chr2R	20587750	20589780	-0.82951508205941
chr2R	23746060	23747900	-1.12459857562153
chr2R	26239730	26240330	-1.01511834381852
chr2R	28629020	28629250	-1.06674856077277
u2	1325290	1325780	-0.569612821500592
u2	1740560	1743890	-3.843942638554
u2	2073770	2075550	-3.47686548798846
u2	2075810	2080470	-0.844450973242935
u2	2082850	2083050	-4.79850953244326
u2	2084160	2085560	-3.87743072960108
u2	2085710	2086270	-4.39320306421882
u2	2087370	2088420	-1.85149649360124
u2	2566520	2566850	-2.10454494330633
u2	2570830	2571180	-0.720644672759813
u2	2571390	2571830	-2.37526758223981
u2	3043920	3044610	-2.2481156731917
u2	3946960	3947290	-0.560957541523761
u2	3999590	3999880	-0.583448966827534
u2	4000400	4000600	-0.519008860902553
u2	4001300	4001550	-0.560238865429038
u2	4001660	4001920	-0.80701413279147
u2	4002530	4002960	-0.82276060413901
u2	4142250	4142530	-2.63821383360376
u2	4172980	4173400	-1.32117328535907
u2	4173440	4173800	-1.34766380110367
u2	4174970	4175270	-1.45330225348309
u4	98470	98970	-1.19593125730284
u4	99300	99580	-3.13381186302039
u4	563450	563650	-0.836256796648112
u4	812559	812799	-1.29310191014502
u4	813659	815709	-2.11893049322924
u5	75460	75700	-1.15655350611469
u5	1299330	1299610	-5.73594932020733
